name,pokedex_num,clear_path,blacked_path,tier,generation,de,fr,jp,ko,zh,en,es,it,hi,shiny_path
palossand,770.0,./gifs/clear/palossand.gif,./gifs/blacked/palossand.gif,0.0,alola,colossand,trépassable,シロデスナ,모래성이당,噬沙堡爺,palossand,palossand,palossand,palossand,./gifs/shiny/palossand.gif
palpitoad,536.0,./gifs/clear/palpitoad.gif,./gifs/blacked/palpitoad.gif,0.0,unova,mebrana,batracné,ガマガル,두까비,藍蟾蜍,palpitoad,palpitoad,palpitoad,palpitoad,./gifs/shiny/palpitoad.gif
pancham,674.0,./gifs/clear/pancham.gif,./gifs/blacked/pancham.gif,0.0,kalos,pam-pam,pandespiègle,ヤンチャム,판짱,頑皮熊貓,pancham,pancham,pancham,pancham,./gifs/shiny/pancham.gif
pangoro,675.0,./gifs/clear/pangoro.gif,./gifs/blacked/pangoro.gif,0.0,kalos,pandagro,pandarbare,ゴロンダ,부란다,流氓熊貓,pangoro,pangoro,pangoro,pangoro,./gifs/shiny/pangoro.gif
panpour,515.0,./gifs/clear/panpour.gif,./gifs/blacked/panpour.gif,0.0,unova,sodamak,flotajou,ヒヤップ,앗차프,冷水猴,panpour,panpour,panpour,panpour,./gifs/shiny/panpour.gif
pansage,511.0,./gifs/clear/pansage.gif,./gifs/blacked/pansage.gif,0.0,unova,vegimak,feuillajou,ヤナップ,야나프,花椰猴,pansage,pansage,pansage,pansage,./gifs/shiny/pansage.gif
pansear,513.0,./gifs/clear/pansear.gif,./gifs/blacked/pansear.gif,0.0,unova,grillmak,flamajou,バオップ,바오프,爆香猴,pansear,pansear,pansear,pansear,./gifs/shiny/pansear.gif
paras,46.0,./gifs/clear/paras.gif,./gifs/blacked/paras.gif,0.0,kanto,paras,paras,パラス,파라스,派拉斯,paras,paras,paras,paras,./gifs/shiny/paras.gif
parasect,47.0,./gifs/clear/parasect.gif,./gifs/blacked/parasect.gif,0.0,kanto,parasek,parasect,パラセクト,파라섹트,派拉斯特,parasect,parasect,parasect,parasect,./gifs/shiny/parasect.gif
passimian,766.0,./gifs/clear/passimian.gif,./gifs/blacked/passimian.gif,0.0,alola,quartermak,quartermac,ナゲツケサル,내던숭이,投擲猴,passimian,passimian,passimian,passimian,./gifs/shiny/passimian.gif
patrat,504.0,./gifs/clear/patrat.gif,./gifs/blacked/patrat.gif,0.0,unova,nagelotz,ratentif,ミネズミ,보르쥐,探探鼠,patrat,patrat,patrat,patrat,./gifs/shiny/patrat.gif
pawniard,624.0,./gifs/clear/pawniard.gif,./gifs/blacked/pawniard.gif,0.0,unova,gladiantri,scalpion,コマタナ,자망칼,駒刀小兵,pawniard,pawniard,pawniard,pawniard,./gifs/shiny/pawniard.gif
pelipper,279.0,./gifs/clear/pelipper.gif,./gifs/blacked/pelipper.gif,0.0,hoenn,pelipper,bekipan,ペリッパー,패리퍼,大嘴鷗,pelipper,pelipper,pelipper,pelipper,./gifs/shiny/pelipper.gif
perrserker,863.0,./gifs/clear/perrserker.gif,./gifs/blacked/perrserker.gif,0.0,other,mauzinger,berserkatt,ニャイキング,나이킹,喵頭目,perrserker,perrserker,perrserker,perrserker,./gifs/shiny/perrserker.gif
persian-alola,,./gifs/clear/persian-alola.gif,./gifs/blacked/persian-alola.gif,0.0,alola,persian alola,persian alola,persian alola,persian alola,persian alola,persian alola,persian alola,persian alola,persian alola,./gifs/shiny/persian-alola.gif
persian,53.0,./gifs/clear/persian.gif,./gifs/blacked/persian.gif,0.0,kanto,snobilikat,persian,ペルシアン,페르시온,貓老大,persian,persian,persian,persian,./gifs/shiny/persian.gif
petilil,548.0,./gifs/clear/petilil.gif,./gifs/blacked/petilil.gif,0.0,unova,lilminip,chlorobule,チュリネ,치릴리,百合根娃娃,petilil,petilil,petilil,petilil,./gifs/shiny/petilil.gif
phanpy,231.0,./gifs/clear/phanpy.gif,./gifs/blacked/phanpy.gif,0.0,johto,phanpy,phanpy,ゴマゾウ,코코리,小小象,phanpy,phanpy,phanpy,phanpy,./gifs/shiny/phanpy.gif
phantump,708.0,./gifs/clear/phantump.gif,./gifs/blacked/phantump.gif,0.0,kalos,paragoni,brocélôme,ボクレー,나목령,小木靈,phantump,phantump,phantump,phantump,./gifs/shiny/phantump.gif
pheromosa,795.0,./gifs/clear/pheromosa.gif,./gifs/blacked/pheromosa.gif,0.0,alola,schabelle,cancrelove,フェローチェ,페로코체,費洛美螂,pheromosa,pheromosa,pheromosa,pheromosa,./gifs/shiny/pheromosa.gif
phione,489.0,./gifs/clear/phione.gif,./gifs/blacked/phione.gif,0.0,other,phione,phione,フィオネ,피오네,霏歐納,phione,phione,phione,phione,./gifs/shiny/phione.gif
pichu,172.0,./gifs/clear/pichu.gif,./gifs/blacked/pichu.gif,0.0,johto,pichu,pichu,ピチュー,피츄,皮丘,pichu,pichu,pichu,pichu,./gifs/shiny/pichu.gif
pidgeot-mega,,./gifs/clear/pidgeot-mega.gif,./gifs/blacked/pidgeot-mega.gif,,mega,pidgeot mega,pidgeot mega,pidgeot mega,pidgeot mega,pidgeot mega,pidgeot mega,pidgeot mega,pidgeot mega,pidgeot mega,./gifs/shiny/pidgeot-mega.gif
pidgeot,18.0,./gifs/clear/pidgeot.gif,./gifs/blacked/pidgeot.gif,0.0,kanto,tauboss,roucarnage,ピジョット,피죤투,大比鳥,pidgeot,pidgeot,pidgeot,pidgeot,./gifs/shiny/pidgeot.gif
pidgeotto,17.0,./gifs/clear/pidgeotto.gif,./gifs/blacked/pidgeotto.gif,0.0,kanto,tauboga,roucoups,ピジョン,피죤,比比鳥,pidgeotto,pidgeotto,pidgeotto,pidgeotto,./gifs/shiny/pidgeotto.gif
pidgey,16.0,./gifs/clear/pidgey.gif,./gifs/blacked/pidgey.gif,0.0,kanto,taubsi,roucool,ポッポ,구구,波波,pidgey,pidgey,pidgey,pidgey,./gifs/shiny/pidgey.gif
pidove,519.0,./gifs/clear/pidove.gif,./gifs/blacked/pidove.gif,0.0,unova,dusselgurr,poichigeon,マメパト,콩둘기,豆豆鴿,pidove,pidove,pidove,pidove,./gifs/shiny/pidove.gif
pignite,499.0,./gifs/clear/pignite.gif,./gifs/blacked/pignite.gif,0.0,unova,ferkokel,grotichon,チャオブー,챠오꿀,炒炒豬,pignite,pignite,pignite,pignite,./gifs/shiny/pignite.gif
pikachu-gigantamax,,./gifs/clear/pikachu-gigantamax.gif,./gifs/blacked/pikachu-gigantamax.gif,0.0,gmax,pikachu gigantamax,pikachu gigantamax,pikachu gigantamax,pikachu gigantamax,pikachu gigantamax,pikachu gigantamax,pikachu gigantamax,pikachu gigantamax,pikachu gigantamax,./gifs/shiny/pikachu-gigantamax.gif
pikachu,25.0,./gifs/clear/pikachu.gif,./gifs/blacked/pikachu.gif,0.0,kanto,pikachu,pikachu,ピカチュウ,피카츄,皮卡丘,pikachu,pikachu,pikachu,pikachu,./gifs/shiny/pikachu.gif
pikipek,731.0,./gifs/clear/pikipek.gif,./gifs/blacked/pikipek.gif,0.0,alola,peppeck,picassaut,ツツケラ,콕코구리,小篤兒,pikipek,pikipek,pikipek,pikipek,./gifs/shiny/pikipek.gif
piloswine,221.0,./gifs/clear/piloswine.gif,./gifs/blacked/piloswine.gif,0.0,johto,keifel,cochignon,イノムー,메꾸리,長毛豬,piloswine,piloswine,piloswine,piloswine,./gifs/shiny/piloswine.gif
pincurchin,871.0,./gifs/clear/pincurchin.gif,./gifs/blacked/pincurchin.gif,0.0,other,britzigel,wattapik,バチンウニ,찌르성게,啪嚓海膽,pincurchin,pincurchin,pincurchin,pincurchin,./gifs/shiny/pincurchin.gif
pineco,204.0,./gifs/clear/pineco.gif,./gifs/blacked/pineco.gif,0.0,johto,tannza,pomdepik,クヌギダマ,피콘,榛果球,pineco,pineco,pineco,pineco,./gifs/shiny/pineco.gif
pinsir-mega,,./gifs/clear/pinsir-mega.gif,./gifs/blacked/pinsir-mega.gif,0.0,mega,pinsir mega,pinsir mega,pinsir mega,pinsir mega,pinsir mega,pinsir mega,pinsir mega,pinsir mega,pinsir mega,./gifs/shiny/pinsir-mega.gif
pinsir,127.0,./gifs/clear/pinsir.gif,./gifs/blacked/pinsir.gif,0.0,kanto,pinsir,scarabrute,カイロス,쁘사이저,凱羅斯,pinsir,pinsir,pinsir,pinsir,./gifs/shiny/pinsir.gif
piplup,393.0,./gifs/clear/piplup.gif,./gifs/blacked/piplup.gif,0.0,other,plinfa,tiplouf,ポッチャマ,팽도리,波加曼,piplup,piplup,piplup,piplup,./gifs/shiny/piplup.gif
pirouette-meloetta,,./gifs/clear/meloetta-pirouette.gif,./gifs/blacked/meloetta-pirouette.gif,,other,pirouette meloetta,pirouette meloetta,pirouette meloetta,pirouette meloetta,pirouette meloetta,pirouette meloetta,pirouette meloetta,pirouette meloetta,pirouette meloetta,./gifs/shiny/meloetta-pirouette.gif
plusle,311.0,./gifs/clear/plusle.gif,./gifs/blacked/plusle.gif,0.0,hoenn,plusle,posipi,プラスル,플러시,正電拍拍,plusle,plusle,plusle,plusle,./gifs/shiny/plusle.gif
poipole,803.0,./gifs/clear/poipole.gif,./gifs/blacked/poipole.gif,0.0,alola,venicro,vémini,ベベノム,베베놈,毒貝比,poipole,poipole,poipole,poipole,./gifs/shiny/poipole.gif
politoed,186.0,./gifs/clear/politoed.gif,./gifs/blacked/politoed.gif,0.0,johto,quaxo,tarpaud,ニョロトノ,왕구리,蚊香蛙皇,politoed,politoed,politoed,politoed,./gifs/shiny/politoed.gif
poliwag,60.0,./gifs/clear/poliwag.gif,./gifs/blacked/poliwag.gif,0.0,kanto,quapsel,ptitard,ニョロモ,발챙이,蚊香蝌蚪,poliwag,poliwag,poliwag,poliwag,./gifs/shiny/poliwag.gif
poliwhirl,61.0,./gifs/clear/poliwhirl.gif,./gifs/blacked/poliwhirl.gif,0.0,kanto,quaputzi,têtarte,ニョロゾ,슈륙챙이,蚊香君,poliwhirl,poliwhirl,poliwhirl,poliwhirl,./gifs/shiny/poliwhirl.gif
poliwrath,62.0,./gifs/clear/poliwrath.gif,./gifs/blacked/poliwrath.gif,0.0,kanto,quappo,tartard,ニョロボン,강챙이,蚊香泳士,poliwrath,poliwrath,poliwrath,poliwrath,./gifs/shiny/poliwrath.gif
polteageist,855.0,./gifs/clear/polteageist.gif,./gifs/blacked/polteageist.gif,0.0,other,mortipot,polthégeist,ポットデス,포트데스,怖思壺,polteageist,polteageist,polteageist,polteageist,./gifs/shiny/polteageist.gif
ponyta-galar,,./gifs/clear/ponyta-galar.gif,./gifs/blacked/ponyta-galar.gif,0.0,galar,ponyta galar,ponyta galar,ponyta galar,ponyta galar,ponyta galar,ponyta galar,ponyta galar,ponyta galar,ponyta galar,./gifs/shiny/ponyta-galar.gif
ponyta,77.0,./gifs/clear/ponyta.gif,./gifs/blacked/ponyta.gif,0.0,kanto,ponita,ponyta,ポニータ,포니타,小火馬,ponyta,ponyta,ponyta,ponyta,./gifs/shiny/ponyta.gif
poochyena,261.0,./gifs/clear/poochyena.gif,./gifs/blacked/poochyena.gif,0.0,hoenn,fiffyen,medhyèna,ポチエナ,포챠나,土狼犬,poochyena,poochyena,poochyena,poochyena,./gifs/shiny/poochyena.gif
popplio,728.0,./gifs/clear/popplio.gif,./gifs/blacked/popplio.gif,0.0,alola,robball,otaquin,アシマリ,누리공,球球海獅,popplio,popplio,popplio,popplio,./gifs/shiny/popplio.gif
porygon-z,474.0,./gifs/clear/porygon-z.gif,./gifs/blacked/porygon-z.gif,0.0,other,porygon-z,porygon-z,ポリゴンｚ,폴리곤z,多邊獸ｚ,porygon z,porygon z,porygon z,porygon z,./gifs/shiny/porygon-z.gif
porygon,137.0,./gifs/clear/porygon.gif,./gifs/blacked/porygon.gif,0.0,kanto,porygon,porygon,ポリゴン,폴리곤,多邊獸,porygon,porygon,porygon,porygon,./gifs/shiny/porygon.gif
porygon2,233.0,./gifs/clear/porygon2.gif,./gifs/blacked/porygon2.gif,0.0,johto,porygon2,porygon2,ポリゴン２,폴리곤2,多邊獸ⅱ,porygon2,porygon2,porygon2,porygon2,./gifs/shiny/porygon2.gif
primarina,730.0,./gifs/clear/primarina.gif,./gifs/blacked/primarina.gif,0.0,alola,primarene,oratoria,アシレーヌ,누리레느,西獅海壬,primarina,primarina,primarina,primarina,./gifs/shiny/primarina.gif
primeape,57.0,./gifs/clear/primeape.gif,./gifs/blacked/primeape.gif,0.0,kanto,rasaff,colossinge,オコリザル,성원숭,火爆猴,primeape,primeape,primeape,primeape,./gifs/shiny/primeape.gif
prinplup,394.0,./gifs/clear/prinplup.gif,./gifs/blacked/prinplup.gif,0.0,other,pliprin,prinplouf,ポッタイシ,팽태자,波皇子,prinplup,prinplup,prinplup,prinplup,./gifs/shiny/prinplup.gif
probopass,476.0,./gifs/clear/probopass.gif,./gifs/blacked/probopass.gif,0.0,other,voluminas,tarinorme,ダイノーズ,대코파스,大朝北鼻,probopass,probopass,probopass,probopass,./gifs/shiny/probopass.gif
psyduck,54.0,./gifs/clear/psyduck.gif,./gifs/blacked/psyduck.gif,0.0,kanto,enton,psykokwak,コダック,고라파덕,可達鴨,psyduck,psyduck,psyduck,psyduck,./gifs/shiny/psyduck.gif
pumpkaboo,710.0,./gifs/clear/pumpkaboo.gif,./gifs/blacked/pumpkaboo.gif,0.0,kalos,irrbis,pitrouille,バケッチャ,호바귀,南瓜精,pumpkaboo,pumpkaboo,pumpkaboo,pumpkaboo,./gifs/shiny/pumpkaboo.gif
pupitar,247.0,./gifs/clear/pupitar.gif,./gifs/blacked/pupitar.gif,0.0,johto,pupitar,ymphect,サナギラス,데기라스,沙基拉斯,pupitar,pupitar,pupitar,pupitar,./gifs/shiny/pupitar.gif
purrloin,509.0,./gifs/clear/purrloin.gif,./gifs/blacked/purrloin.gif,0.0,unova,felilou,chacripan,チョロネコ,쌔비냥,扒手貓,purrloin,purrloin,purrloin,purrloin,./gifs/shiny/purrloin.gif
purugly,432.0,./gifs/clear/purugly.gif,./gifs/blacked/purugly.gif,0.0,other,shnurgarst,chaffreux,ブニャット,몬냥이,東施喵,purugly,purugly,purugly,purugly,./gifs/shiny/purugly.gif
pyroar,668.0,./gifs/clear/pyroar.gif,./gifs/blacked/pyroar.gif,0.0,kalos,pyroleo,némélios,カエンジシ,화염레오,火炎獅,pyroar,pyroar,pyroar,pyroar,./gifs/shiny/pyroar.gif
pyukumuku,771.0,./gifs/clear/pyukumuku.gif,./gifs/blacked/pyukumuku.gif,0.0,alola,gufa,concombaffe,ナマコブシ,해무기,拳海參,pyukumuku,pyukumuku,pyukumuku,pyukumuku,./gifs/shiny/pyukumuku.gif
quagsire,195.0,./gifs/clear/quagsire.gif,./gifs/blacked/quagsire.gif,0.0,johto,morlord,maraiste,ヌオー,누오,沼王,quagsire,quagsire,quagsire,quagsire,./gifs/shiny/quagsire.gif
quilava,156.0,./gifs/clear/quilava.gif,./gifs/blacked/quilava.gif,0.0,johto,igelavar,feurisson,マグマラシ,마그케인,火岩鼠,quilava,quilava,quilava,quilava,./gifs/shiny/quilava.gif
quilladin,651.0,./gifs/clear/quilladin.gif,./gifs/blacked/quilladin.gif,0.0,kalos,igastarnish,boguérisse,ハリボーグ,도치보구,胖胖哈力,quilladin,quilladin,quilladin,quilladin,./gifs/shiny/quilladin.gif
qwilfish,211.0,./gifs/clear/qwilfish.gif,./gifs/blacked/qwilfish.gif,0.0,johto,baldorfish,qwilfish,ハリーセン,침바루,千針魚,qwilfish,qwilfish,qwilfish,qwilfish,./gifs/shiny/qwilfish.gif
raboot,814.0,./gifs/clear/raboot.gif,./gifs/blacked/raboot.gif,0.0,other,kickerlo,lapyro,ラビフット,래비풋,騰蹴小將,raboot,raboot,raboot,raboot,./gifs/shiny/raboot.gif
raichu-alola,,./gifs/clear/raichu-alola.gif,./gifs/blacked/raichu-alola.gif,0.0,alola,raichu alola,raichu alola,raichu alola,raichu alola,raichu alola,raichu alola,raichu alola,raichu alola,raichu alola,./gifs/shiny/raichu-alola.gif
raichu,26.0,./gifs/clear/raichu.gif,./gifs/blacked/raichu.gif,0.0,kanto,raichu,raichu,ライチュウ,라이츄,雷丘,raichu,raichu,raichu,raichu,./gifs/shiny/raichu.gif
raikou,243.0,./gifs/clear/raikou.gif,./gifs/blacked/raikou.gif,0.0,johto,raikou,raikou,ライコウ,라이코,雷公,raikou,raikou,raikou,raikou,./gifs/shiny/raikou.gif
rainy-castform,,./gifs/clear/castform-rainy.gif,./gifs/blacked/castform-rainy.gif,,other,rainy castform,rainy castform,rainy castform,rainy castform,rainy castform,rainy castform,rainy castform,rainy castform,rainy castform,./gifs/shiny/castform-rainy.gif
ralts,280.0,./gifs/clear/ralts.gif,./gifs/blacked/ralts.gif,0.0,hoenn,trasla,tarsal,ラルトス,랄토스,拉魯拉絲,ralts,ralts,ralts,ralts,./gifs/shiny/ralts.gif
rampardos,409.0,./gifs/clear/rampardos.gif,./gifs/blacked/rampardos.gif,0.0,other,rameidon,charkos,ラムパルド,램펄드,戰槌龍,rampardos,rampardos,rampardos,rampardos,./gifs/shiny/rampardos.gif
rapidash-galar,,./gifs/clear/rapidash-galar.gif,./gifs/blacked/rapidash-galar.gif,0.0,galar,rapidash galar,rapidash galar,rapidash galar,rapidash galar,rapidash galar,rapidash galar,rapidash galar,rapidash galar,rapidash galar,./gifs/shiny/rapidash-galar.gif
rapidash,78.0,./gifs/clear/rapidash.gif,./gifs/blacked/rapidash.gif,0.0,kanto,gallopa,galopa,ギャロップ,날쌩마,烈焰馬,rapidash,rapidash,rapidash,rapidash,./gifs/shiny/rapidash.gif
raticate-alola,,./gifs/clear/raticate-alola.gif,./gifs/blacked/raticate-alola.gif,0.0,alola,raticate alola,raticate alola,raticate alola,raticate alola,raticate alola,raticate alola,raticate alola,raticate alola,raticate alola,./gifs/shiny/raticate-alola.gif
raticate,20.0,./gifs/clear/raticate.gif,./gifs/blacked/raticate.gif,0.0,kanto,rattikarl,rattatac,ラッタ,레트라,拉達,raticate,raticate,raticate,raticate,./gifs/shiny/raticate.gif
rattata-alola,,./gifs/clear/rattata-alola.gif,./gifs/blacked/rattata-alola.gif,0.0,alola,rattata alola,rattata alola,rattata alola,rattata alola,rattata alola,rattata alola,rattata alola,rattata alola,rattata alola,./gifs/shiny/rattata-alola.gif
rattata,19.0,./gifs/clear/rattata.gif,./gifs/blacked/rattata.gif,0.0,kanto,rattfratz,rattata,コラッタ,꼬렛,小拉達,rattata,rattata,rattata,rattata,./gifs/shiny/rattata.gif
rayquaza-mega,,./gifs/clear/rayquaza-mega.gif,./gifs/blacked/rayquaza-mega.gif,0.0,mega,rayquaza mega,rayquaza mega,rayquaza mega,rayquaza mega,rayquaza mega,rayquaza mega,rayquaza mega,rayquaza mega,rayquaza mega,./gifs/shiny/rayquaza-mega.gif
rayquaza,384.0,./gifs/clear/rayquaza.gif,./gifs/blacked/rayquaza.gif,0.0,hoenn,rayquaza,rayquaza,レックウザ,레쿠쟈,烈空坐,rayquaza,rayquaza,rayquaza,rayquaza,./gifs/shiny/rayquaza.gif
regice,378.0,./gifs/clear/regice.gif,./gifs/blacked/regice.gif,0.0,hoenn,regice,regice,レジアイス,레지아이스,雷吉艾斯,regice,regice,regice,regice,./gifs/shiny/regice.gif
regidrago,895.0,./gifs/clear/regidrago.gif,./gifs/blacked/regidrago.gif,0.0,other,regidrago,regidrago,レジドラゴ,레지드래고,雷吉鐸拉戈,regidrago,regidrago,regidrago,regidrago,./gifs/shiny/regidrago.gif
regieleki,894.0,./gifs/clear/regieleki.gif,./gifs/blacked/regieleki.gif,0.0,other,regieleki,regieleki,レジエレキ,레지에레키,雷吉艾勒奇,regieleki,regieleki,regieleki,regieleki,./gifs/shiny/regieleki.gif
regigigas,486.0,./gifs/clear/regigigas.gif,./gifs/blacked/regigigas.gif,0.0,other,regigigas,regigigas,レジギガス,레지기가스,雷吉奇卡斯,regigigas,regigigas,regigigas,regigigas,./gifs/shiny/regigigas.gif
regirock,377.0,./gifs/clear/regirock.gif,./gifs/blacked/regirock.gif,0.0,hoenn,regirock,regirock,レジロック,레지락,雷吉洛克,regirock,regirock,regirock,regirock,./gifs/shiny/regirock.gif
registeel,379.0,./gifs/clear/registeel.gif,./gifs/blacked/registeel.gif,0.0,hoenn,registeel,registeel,レジスチル,레지스틸,雷吉斯奇魯,registeel,registeel,registeel,registeel,./gifs/shiny/registeel.gif
relicanth,369.0,./gifs/clear/relicanth.gif,./gifs/blacked/relicanth.gif,0.0,hoenn,relicanth,relicanth,ジーランス,시라칸,古空棘魚,relicanth,relicanth,relicanth,relicanth,./gifs/shiny/relicanth.gif
remoraid,223.0,./gifs/clear/remoraid.gif,./gifs/blacked/remoraid.gif,0.0,johto,remoraid,rémoraid,テッポウオ,총어,鐵炮魚,remoraid,remoraid,remoraid,remoraid,./gifs/shiny/remoraid.gif
reshiram,643.0,./gifs/clear/reshiram.gif,./gifs/blacked/reshiram.gif,0.0,unova,reshiram,reshiram,レシラム,레시라무,萊希拉姆,reshiram,reshiram,reshiram,reshiram,./gifs/shiny/reshiram.gif
reuniclus,579.0,./gifs/clear/reuniclus.gif,./gifs/blacked/reuniclus.gif,0.0,unova,zytomega,symbios,ランクルス,란쿨루스,人造細胞卵,reuniclus,reuniclus,reuniclus,reuniclus,./gifs/shiny/reuniclus.gif
rhydon,112.0,./gifs/clear/rhydon.gif,./gifs/blacked/rhydon.gif,0.0,kanto,rizeros,rhinoféros,サイドン,코뿌리,鑽角犀獸,rhydon,rhydon,rhydon,rhydon,./gifs/shiny/rhydon.gif
rhyhorn,111.0,./gifs/clear/rhyhorn.gif,./gifs/blacked/rhyhorn.gif,0.0,kanto,rihorn,rhinocorne,サイホーン,뿔카노,獨角犀牛,rhyhorn,rhyhorn,rhyhorn,rhyhorn,./gifs/shiny/rhyhorn.gif
rhyperior,464.0,./gifs/clear/rhyperior.gif,./gifs/blacked/rhyperior.gif,0.0,other,rihornior,rhinastoc,ドサイドン,거대코뿌리,超甲狂犀,rhyperior,rhyperior,rhyperior,rhyperior,./gifs/shiny/rhyperior.gif
ribombee,743.0,./gifs/clear/ribombee.gif,./gifs/blacked/ribombee.gif,0.0,alola,bandelby,rubombelle,アブリボン,에리본,蝶結萌虻,ribombee,ribombee,ribombee,ribombee,./gifs/shiny/ribombee.gif
rillaboom-gigantamax,,./gifs/clear/rillaboom-gigantamax.gif,./gifs/blacked/rillaboom-gigantamax.gif,0.0,gmax,rillaboom gigantamax,rillaboom gigantamax,rillaboom gigantamax,rillaboom gigantamax,rillaboom gigantamax,rillaboom gigantamax,rillaboom gigantamax,rillaboom gigantamax,rillaboom gigantamax,./gifs/shiny/rillaboom-gigantamax.gif
rillaboom,812.0,./gifs/clear/rillaboom.gif,./gifs/blacked/rillaboom.gif,0.0,other,gortrom,gorythmic,ゴリランダー,고릴타,轟擂金剛猩,rillaboom,rillaboom,rillaboom,rillaboom,./gifs/shiny/rillaboom.gif
riolu,447.0,./gifs/clear/riolu.gif,./gifs/blacked/riolu.gif,0.0,other,riolu,riolu,リオル,리오르,利歐路,riolu,riolu,riolu,riolu,./gifs/shiny/riolu.gif
rockruff,744.0,./gifs/clear/rockruff.gif,./gifs/blacked/rockruff.gif,0.0,alola,wuffels,rocabot,イワンコ,암멍이,岩狗狗,rockruff,rockruff,rockruff,rockruff,./gifs/shiny/rockruff.gif
roggenrola,524.0,./gifs/clear/roggenrola.gif,./gifs/blacked/roggenrola.gif,0.0,unova,kiesling,nodulithe,ダンゴロ,단굴,石丸子,roggenrola,roggenrola,roggenrola,roggenrola,./gifs/shiny/roggenrola.gif
rolycoly,837.0,./gifs/clear/rolycoly.gif,./gifs/blacked/rolycoly.gif,0.0,other,klonkett,charbi,タンドン,탄동,小炭仔,rolycoly,rolycoly,rolycoly,rolycoly,./gifs/shiny/rolycoly.gif
rookidee,821.0,./gifs/clear/rookidee.gif,./gifs/blacked/rookidee.gif,0.0,other,meikro,minisange,ココガラ,파라꼬,稚山雀,rookidee,rookidee,rookidee,rookidee,./gifs/shiny/rookidee.gif
roselia,315.0,./gifs/clear/roselia.gif,./gifs/blacked/roselia.gif,0.0,hoenn,roselia,rosélia,ロゼリア,로젤리아,毒薔薇,roselia,roselia,roselia,roselia,./gifs/shiny/roselia.gif
roserade,407.0,./gifs/clear/roserade.gif,./gifs/blacked/roserade.gif,0.0,other,roserade,roserade,ロズレイド,로즈레이드,羅絲雷朵,roserade,roserade,roserade,roserade,./gifs/shiny/roserade.gif
rotom-fan,,./gifs/clear/rotom-fan.gif,./gifs/blacked/rotom-fan.gif,,other,rotom fan,rotom fan,rotom fan,rotom fan,rotom fan,rotom fan,rotom fan,rotom fan,rotom fan,./gifs/shiny/rotom-fan.gif
